precision,recall,threshold
0.2658137882018479,1.0,0.004603379583018058
0.26600284495021337,1.0,0.00465437879666138
0.2661921708185053,1.0,0.004919471759803896
0.26638176638176636,1.0,0.005101041120565112
0.26657163221667857,1.0,0.005151971365452766
0.26676176890156916,1.0,0.005227015291218947
0.2669521770164168,1.0,0.005253656886634331
0.2671428571428571,1.0,0.005679791310597912
0.2673338098641887,1.0,0.006039505943225244
0.2675250357653791,1.0,0.006169362740853585
0.2677165354330709,1.0,0.006192698974796985
0.2679083094555874,1.0,0.006304973877617367
0.26810035842293906,1.0,0.006407707776807742
0.2682926829268293,1.0,0.006545467330279785
0.2684852835606604,1.0,0.0067122249016073445
0.2686781609195402,1.0,0.006822258489444569
0.26887131560028754,1.0,0.006870325924380487
0.26906474820143883,1.0,0.0068738386082056535
0.26925845932325415,1.0,0.006978591780021906
0.26945244956772335,1.0,0.007010194006554281
0.26964671953857244,1.0,0.007500239361858759
0.2698412698412698,1.0,0.007592208421187709
0.2700361010830325,1.0,0.007594592776434019
0.2702312138728324,1.0,0.007753974490760075
0.27042660882140274,1.0,0.00790552298307189
0.2706222865412446,1.0,0.007989114966677709
0.27081824764663287,1.0,0.008209035305162624
0.2710144927536232,1.0,0.008230080259431444
0.271211022480058,1.0,0.00826621814358846
0.2714078374455733,1.0,0.008326608394633681
0.2716049382716049,1.0,0.00845055813999798
0.27180232558139533,1.0,0.008638183803154224
0.272,1.0,0.008717378198256596
0.27219796215429404,1.0,0.008719230322027214
0.27239621267297887,1.0,0.008726552238625647
0.2725947521865889,1.0,0.008782172164776158
0.2727935813274982,1.0,0.008884762916033228
0.272992700729927,1.0,0.008967874231639994
0.2731921110299489,1.0,0.009009513693395053
0.2733918128654971,1.0,0.009305198963370884
0.27359180687637163,1.0,0.010105465620247943
0.27379209370424595,1.0,0.010300389344954806
0.273992673992674,1.0,0.010545230694367655
0.27419354838709675,1.0,0.010563770293253866
0.2743947175348496,1.0,0.01068880216970788
0.2745961820851689,1.0,0.010862720386834872
0.2747979426891991,1.0,0.010944583672188878
0.275,1.0,0.011187779617085948
0.27520235467255333,1.0,0.011220520705935759
0.27540500736377027,1.0,0.011553533921950921
0.27560795873249816,1.0,0.011737654082975635
0.275811209439528,1.0,0.012018369386003805
0.27601476014760146,1.0,0.012026293880297124
0.276218611521418,1.0,0.01206817713595893
0.2764227642276423,1.0,0.012323492829008003
0.27662721893491127,1.0,0.01250369024539768
0.2768319763138416,1.0,0.012653828362833014
0.277037037037037,1.0,0.012681431104838431
0.27724240177909565,1.0,0.013013559450821145
0.2774480712166172,1.0,0.013056998114817133
0.27765404602821087,1.0,0.01307924418854948
0.27786032689450224,1.0,0.013085715599505198
0.27806691449814125,1.0,0.013092079136467068
0.27827380952380953,1.0,0.013138336618026197
0.27848101265822783,1.0,0.013382400683719372
0.2779433681073025,0.9973262032085561,0.01363538904156938
0.27815063385533184,0.9973262032085561,0.013672167704322955
0.2783582089552239,0.9973262032085561,0.013704537677480585
0.27856609410007466,0.9973262032085561,0.01379655105664261
0.2787742899850523,0.9973262032085561,0.013882066913022715
0.27898279730740466,0.9973262032085561,0.014086991149900275
0.2791916167664671,0.9973262032085561,0.014212750276094728
0.2794007490636704,0.9973262032085561,0.014214179581888383
0.27961019490254874,0.9973262032085561,0.014249323981725622
0.2798199549887472,0.9973262032085561,0.01443297577550773
0.28003003003003,0.9973262032085561,0.014561195732889203
0.2802404207362885,0.9973262032085561,0.014606328971949316
0.2804511278195489,0.9973262032085561,0.014969183155940455
0.2806621519939804,0.9973262032085561,0.01501621300473704
0.2808734939759036,0.9973262032085561,0.015098076158773361
0.28108515448379806,0.9973262032085561,0.015302320042350732
0.2812971342383107,0.9973262032085561,0.01550509954188795
0.28150943396226413,0.9973262032085561,0.015514131211595455
0.28172205438066467,0.9973262032085561,0.015812087275704323
0.2819349962207105,0.9973262032085561,0.01610596278243873
0.2821482602118003,0.9973262032085561,0.016108937400685065
0.28236184708554124,0.9973262032085561,0.016372113465915283
0.2825757575757576,0.9973262032085561,0.016471033839941356
0.28278999241849884,0.9973262032085561,0.01663648157535297
0.2830045523520486,0.9973262032085561,0.01736714585025088
0.2832194381169324,0.9973262032085561,0.017524795876621396
0.28343465045592703,0.9973262032085561,0.01810923530703815
0.28365019011406845,0.9973262032085561,0.01812009803170677
0.2838660578386606,0.9973262032085561,0.018759187603345766
0.2840822543792841,0.9973262032085561,0.01882092220442432
0.2842987804878049,0.9973262032085561,0.018929187295669787
0.28451563691838294,0.9973262032085561,0.019360384075907677
0.28473282442748094,0.9973262032085561,0.01941002064803829
0.2849503437738732,0.9973262032085561,0.01941469843401342
0.2851681957186544,0.9973262032085561,0.01954292728466047
0.28538638102524866,0.9973262032085561,0.019647424439393112
0.28560490045941805,0.9973262032085561,0.019865241771716908
0.285823754789272,0.9973262032085561,0.019940323094538578
0.2860429447852761,0.9973262032085561,0.020196883177230694
0.28626247122026094,0.9973262032085561,0.02036932730268051
0.28648233486943164,0.9973262032085561,0.020825649376947118
0.28670253651037664,0.9973262032085561,0.020838478680251304
0.28692307692307695,0.9973262032085561,0.021352692131085118
0.28714395688991534,0.9973262032085561,0.021619712806006615
0.28736517719568566,0.9973262032085561,0.02165864241295268
0.28758673862760215,0.9973262032085561,0.02166719911586755
0.28780864197530864,0.9973262032085561,0.02183570809967409
0.28803088803088805,0.9973262032085561,0.02189945083070409
0.2882534775888717,0.9973262032085561,0.02199034694344064
0.288476411446249,0.9973262032085561,0.022314071355823178
0.2886996904024768,0.9973262032085561,0.022456434563830834
0.2889233152594888,0.9973262032085561,0.02285732002201381
0.28914728682170543,0.9973262032085561,0.02299564190438376
0.28937160589604344,0.9973262032085561,0.02318061731483489
0.28959627329192544,0.9973262032085561,0.02325467380432958
0.2898212898212898,0.9973262032085561,0.024426285621254307
0.2900466562986003,0.9973262032085561,0.02470445297983355
0.29027237354085605,0.9973262032085561,0.024895799565624523
0.29049844236760125,0.9973262032085561,0.02504448290966508
0.2907248636009353,0.9973262032085561,0.025109040017047776
0.2909516380655226,0.9973262032085561,0.025342105291307877
0.29117876658860264,0.9973262032085561,0.02541252231581596
0.29140625,0.9973262032085561,0.025807901335168044
0.29163408913213446,0.9973262032085561,0.02581269119104569
0.2918622848200313,0.9973262032085561,0.02633129419559055
0.2920908379013312,0.9973262032085561,0.02704410496418666
0.29231974921630094,0.9973262032085561,0.02766576320677894
0.29254901960784313,0.9973262032085561,0.0277463034626743
0.29277864992150704,0.9973262032085561,0.027977039483405845
0.29300864100549884,0.9973262032085561,0.02800393300259636
0.29323899371069184,0.9973262032085561,0.02815207746676812
0.2934697088906373,0.9973262032085561,0.028536914460094254
0.2937007874015748,0.9973262032085561,0.029673181461354916
0.29393223010244285,0.9973262032085561,0.029789181002535303
0.2941640378548896,0.9973262032085561,0.02980384328388531
0.2943962115232833,0.9973262032085561,0.029942704709699515
0.29462875197472355,0.9973262032085561,0.029981929978826857
0.2940711462450593,0.9946524064171123,0.030437925632739435
0.29430379746835444,0.9946524064171123,0.030452609429261947
0.29453681710213775,0.9946524064171123,0.03061359936451562
0.294770206022187,0.9946524064171123,0.031142299617506277
0.2950039651070579,0.9946524064171123,0.03131395170155808
0.29523809523809524,0.9946524064171123,0.031413405029381024
0.29547259729944403,0.9946524064171123,0.03159549434753756
0.2957074721780604,0.9946524064171123,0.032207527455213374
0.29594272076372313,0.9946524064171123,0.03226023802397586
0.2961783439490446,0.9946524064171123,0.03231997042176217
0.2964143426294821,0.9946524064171123,0.032336280300501875
0.2966507177033493,0.9946524064171123,0.03237420851117094
0.2968874700718276,0.9946524064171123,0.03292213113831129
0.2971246006389776,0.9946524064171123,0.03319854964986382
0.2973621103117506,0.9946524064171123,0.033389313732419816
0.2976,0.9946524064171123,0.033393955071342116
0.2978382706164932,0.9946524064171123,0.033485994882197896
0.2980769230769231,0.9946524064171123,0.03386007653574093
0.2983159582999198,0.9946524064171123,0.03388419912757364
0.2985553772070626,0.9946524064171123,0.03418799601392485
0.2987951807228916,0.9946524064171123,0.03546231103184332
0.2990353697749196,0.9946524064171123,0.03549713404020324
0.29927594529364443,0.9946524064171123,0.035597099035225684
0.2995169082125604,0.9946524064171123,0.03565569724727387
0.2997582594681708,0.9946524064171123,0.03568634032535689
0.3,0.9946524064171123,0.03640619554796367
0.30024213075060535,0.9946524064171123,0.0366954233962784
0.30048465266558966,0.9946524064171123,0.03691847005313714
0.30072756669361356,0.9946524064171123,0.03732334834469485
0.30097087378640774,0.9946524064171123,0.037401694721967485
0.30121457489878545,0.9946524064171123,0.03760751992691407
0.3014586709886548,0.9946524064171123,0.03766943420814273
0.30170316301703165,0.9946524064171123,0.037716708313038035
0.30194805194805197,0.9946524064171123,0.03836541643506326
0.3021933387489846,0.9946524064171123,0.038386909228811016
0.3024390243902439,0.9946524064171123,0.03839721956892507
0.30268510984540276,0.9946524064171123,0.03886592608243148
0.30293159609120524,0.9946524064171123,0.03895471511117881
0.30317848410757947,0.9946524064171123,0.03905468912362901
0.3034257748776509,0.9946524064171123,0.03916233827101968
0.3036734693877551,0.9946524064171123,0.03983185805596529
0.30392156862745096,0.9946524064171123,0.03999893426851242
0.3041700735895339,0.9946524064171123,0.04017312794741438
0.3044189852700491,0.9946524064171123,0.040507294392294405
0.3046683046683047,0.9946524064171123,0.040544227089543756
0.30491803278688523,0.9946524064171123,0.04094898072989849
0.3051681706316653,0.9946524064171123,0.040983861622494844
0.3054187192118227,0.9946524064171123,0.04102902218355863
0.3056696795398521,0.9946524064171123,0.04153854462137641
0.3059210526315789,0.9946524064171123,0.04166675936548985
0.30617283950617286,0.9946524064171123,0.04166687111879534
0.30642504118616143,0.9946524064171123,0.04167793701393788
0.30667765869744434,0.9946524064171123,0.041744136545314774
0.3069306930693069,0.9946524064171123,0.04280736211357591
0.30718414533443433,0.9946524064171123,0.04285150865004321
0.3074380165289256,0.9946524064171123,0.04333766441169112
0.3076923076923077,0.9946524064171123,0.04370759713905766
0.3079470198675497,0.9946524064171123,0.04385955325212826
0.30820215410107704,0.9946524064171123,0.04399062067477293
0.30845771144278605,0.9946524064171123,0.044601109192987494
0.3087136929460581,0.9946524064171123,0.044703238143922436
0.3089700996677741,0.9946524064171123,0.04498874612394926
0.3092269326683292,0.9946524064171123,0.04499084827159055
0.30948419301164726,0.9946524064171123,0.045075565576723146
0.3097418817651957,0.9946524064171123,0.04559317090601056
0.31,0.9946524064171123,0.04559376216973061
0.3102585487906589,0.9946524064171123,0.045773514523148026
0.3105175292153589,0.9946524064171123,0.045784921539518755
0.3107769423558897,0.9946524064171123,0.04623991325721705
0.3110367892976589,0.9946524064171123,0.04665503374652416
0.3112970711297071,0.9946524064171123,0.046778191702648256
0.31155778894472363,0.9946524064171123,0.047165639738758654
0.31181894383906117,0.9946524064171123,0.04734188642576117
0.31208053691275167,0.9946524064171123,0.047667895733776715
0.3123425692695214,0.9946524064171123,0.048110871973216424
0.3126050420168067,0.9946524064171123,0.04852130686871752
0.3128679562657696,0.9946524064171123,0.048892785974059924
0.31313131313131315,0.9946524064171123,0.049068166701632346
0.3133951137320977,0.9946524064171123,0.04920910771417831
0.3136593591905565,0.9946524064171123,0.05028352537991729
0.3139240506329114,0.9946524064171123,0.050513695811276176
0.3141891891891892,0.9946524064171123,0.05056679915369111
0.3144547759932375,0.9946524064171123,0.05151067654042428
0.3147208121827411,0.9946524064171123,0.05151713960436493
0.31498729889923793,0.9946524064171123,0.05153953658693555
0.3152542372881356,0.9946524064171123,0.05171353904289675
0.3155216284987277,0.9946524064171123,0.051820042092874725
0.3157894736842105,0.9946524064171123,0.052654174428849856
0.3160577740016992,0.9946524064171123,0.052912670992404
0.3163265306122449,0.9946524064171123,0.05295480290218108
0.31659574468085105,0.9946524064171123,0.052995802108453734
0.31686541737649065,0.9946524064171123,0.05309467645214751
0.3171355498721228,0.9946524064171123,0.05414624003973193
0.3174061433447099,0.9946524064171123,0.05465671011111762
0.31767719897523483,0.9946524064171123,0.05491082793649295
0.31794871794871793,0.9946524064171123,0.055170654533345194
0.31822070145423437,0.9946524064171123,0.05520799325029251
0.3184931506849315,0.9946524064171123,0.05583547672287583
0.31876606683804626,0.9946524064171123,0.05644796607943233
0.3190394511149228,0.9946524064171123,0.05712880366939121
0.31931330472103003,0.9946524064171123,0.057851840183012294
0.31958762886597936,0.9946524064171123,0.05878181154167545
0.31986242476354254,0.9946524064171123,0.06000626040252922
0.32013769363166955,0.9946524064171123,0.06033040601212744
0.32041343669250644,0.9946524064171123,0.06052368083298537
0.32068965517241377,0.9946524064171123,0.06095149811429611
0.32096635030198445,0.9946524064171123,0.06117803694538473
0.32124352331606215,0.9946524064171123,0.062055599614431814
0.32152117545375974,0.9946524064171123,0.06343726646604307
0.3217993079584775,0.9946524064171123,0.0634374118267455
0.3220779220779221,0.9946524064171123,0.0646119584319948
0.3223570190641248,0.9946524064171123,0.06497046579533021
0.3226366001734605,0.9946524064171123,0.06512450111412775
0.3229166666666667,0.9946524064171123,0.06512638877161564
0.32319721980886185,0.9946524064171123,0.06515132360932277
0.3234782608695652,0.9946524064171123,0.06592085130446616
0.3237597911227154,0.9946524064171123,0.06628289965954112
0.3240418118466899,0.9946524064171123,0.06638021077251906
0.32432432432432434,0.9946524064171123,0.06685461494708979
0.32460732984293195,0.9946524064171123,0.06740519402351657
0.32489082969432315,0.9946524064171123,0.0675222715486559
0.32517482517482516,0.9946524064171123,0.06951000099179358
0.32545931758530183,0.9946524064171123,0.07056503225155454
0.3257443082311734,0.9946524064171123,0.07082503975493391
0.32602979842243646,0.9946524064171123,0.07168681682956476
0.3263157894736842,0.9946524064171123,0.07189728302467255
0.32660228270412645,0.9946524064171123,0.07200204785981751
0.3260105448154657,0.9919786096256684,0.07229744142075394
0.32629727352682497,0.9919786096256684,0.0723316899601211
0.3265845070422535,0.9919786096256684,0.07258257048487195
0.32599118942731276,0.9893048128342246,0.07267255901195527
0.3262786596119929,0.9893048128342246,0.07279683104975132
0.32568402471315094,0.9866310160427807,0.0728004646027643
0.32597173144876324,0.9866310160427807,0.07294331637317218
0.32625994694960214,0.9866310160427807,0.07344448018407437
0.32654867256637166,0.9866310160427807,0.07379344499379817
0.32683790965456155,0.9866310160427807,0.07458940149129076
0.3271276595744681,0.9866310160427807,0.07462952509996744
0.32741792369121564,0.9866310160427807,0.07544210126025123
0.327708703374778,0.9866310160427807,0.07595019077600502
0.328,0.9866310160427807,0.07609127984610664
0.32829181494661924,0.9866310160427807,0.07613928861430647
0.3285841495992876,0.9866310160427807,0.07627579738413372
0.32887700534759357,0.9866310160427807,0.07696461022533972
0.32917038358608386,0.9866310160427807,0.076971225842841
0.3294642857142857,0.9866310160427807,0.07752027738887517
0.3297587131367292,0.9866310160427807,0.07789390308279484
0.3300536672629696,0.9866310160427807,0.07794666481747668
0.3303491495076097,0.9866310160427807,0.07864128238151417
0.33064516129032256,0.9866310160427807,0.07966943040823425
0.3309417040358744,0.9866310160427807,0.07980638583930516
0.33123877917414724,0.9866310160427807,0.08024526068687989
0.33153638814016173,0.9866310160427807,0.08094068856155089
0.3318345323741007,0.9866310160427807,0.08164139572184982
0.3321332133213321,0.9866310160427807,0.0817548279607481
0.3324324324324324,0.9866310160427807,0.08267892667953823
0.3327321911632101,0.9866310160427807,0.08278954579126203
0.33303249097472926,0.9866310160427807,0.08311084307211439
0.3333333333333333,0.9866310160427807,0.08348293127688308
0.3336347197106691,0.9866310160427807,0.08385420288175922
0.3339366515837104,0.9866310160427807,0.08387529470297234
0.3342391304347826,0.9866310160427807,0.08427801183088669
0.3345421577515866,0.9866310160427807,0.08525484742923993
0.33484573502722326,0.9866310160427807,0.08570281320721239
0.335149863760218,0.9866310160427807,0.086123217379898
0.33545454545454545,0.9866310160427807,0.08622091704390117
0.33575978161965425,0.9866310160427807,0.0863002409948242
0.3360655737704918,0.9866310160427807,0.08660690819588947
0.33637192342752964,0.9866310160427807,0.08679975966111463
0.33667883211678834,0.9866310160427807,0.08708063501755348
0.336986301369863,0.9866310160427807,0.08752149127967629
0.3372943327239488,0.9866310160427807,0.08792002317054712
0.3376029277218664,0.9866310160427807,0.08898703188951629
0.33791208791208793,0.9866310160427807,0.08916358806476099
0.3382218148487626,0.9866310160427807,0.08965001991839874
0.3385321100917431,0.9866310160427807,0.09004294657306681
0.33884297520661155,0.9866310160427807,0.09008952960849914
0.3391544117647059,0.9866310160427807,0.0910373031088763
0.33946642134314625,0.9866310160427807,0.09180324203667037
0.3397790055248619,0.9866310160427807,0.09195629534008364
0.3400921658986175,0.9866310160427807,0.09218028446666102
0.3404059040590406,0.9866310160427807,0.09229754470943312
0.3407202216066482,0.9866310160427807,0.09241813269772764
0.3410351201478743,0.9866310160427807,0.09256218651363543
0.34135060129509714,0.9866310160427807,0.09336783645552807
0.3416666666666667,0.9866310160427807,0.09397895351422228
0.34198331788693237,0.9866310160427807,0.09466109768567689
0.3423005565862709,0.9866310160427807,0.09478332258627545
0.3426183844011142,0.9866310160427807,0.0950694642017456
0.3429368029739777,0.9866310160427807,0.09547133877520582
0.34325581395348836,0.9866310160427807,0.09599891188486032
0.3435754189944134,0.9866310160427807,0.09619758947830466
0.3429636533084809,0.983957219251337,0.09665177072430445
0.34328358208955223,0.983957219251337,0.09707083934626894
0.34360410830999066,0.983957219251337,0.09728708666241183
0.34392523364485983,0.983957219251337,0.09743708631254289
0.34424695977549113,0.983957219251337,0.09837705540954168
0.3445692883895131,0.983957219251337,0.10214825904794511
0.344892221180881,0.983957219251337,0.10292667827294123
0.3452157598499062,0.983957219251337,0.1030053286177096
0.3455399061032864,0.983957219251337,0.10381065425537024
0.3458646616541353,0.983957219251337,0.10475797519382318
0.34619002822201317,0.983957219251337,0.10481130708317914
0.3465160075329567,0.983957219251337,0.10487561592105485
0.3468426013195099,0.983957219251337,0.10518082813774962
0.3471698113207547,0.983957219251337,0.10525716764141722
0.34749763928234184,0.983957219251337,0.10544064298432466
0.34782608695652173,0.983957219251337,0.10635398920854301
0.34720908230842007,0.9812834224598931,0.10717805352138894
0.3475378787878788,0.9812834224598931,0.10726253402446445
0.34786729857819904,0.9812834224598931,0.10770549498121837
0.34819734345351044,0.9812834224598931,0.10795182415080583
0.34852801519468185,0.9812834224598931,0.10803459299819347
0.3488593155893536,0.9812834224598931,0.10830520578145432
0.3491912464319695,0.9812834224598931,0.10841045118839884
0.3495238095238095,0.9812834224598931,0.10885950866627367
0.34985700667302194,0.9812834224598931,0.10896750227147219
0.3501908396946565,0.9812834224598931,0.10923539354613833
0.35052531041069723,0.9812834224598931,0.10966545831195272
0.34990439770554493,0.9786096256684492,0.10998620768614352
0.35023923444976074,0.9786096256684492,0.1100953354474694
0.3505747126436782,0.9786096256684492,0.11014836139039103
0.35091083413231067,0.9786096256684492,0.11051571595303235
0.3512476007677543,0.9786096256684492,0.11052283986378417
0.3515850144092219,0.9786096256684492,0.11182693125776914
0.35192307692307695,0.9786096256684492,0.1120995708605673
0.35226179018286813,0.9786096256684492,0.1131378098645975
0.35260115606936415,0.9786096256684492,0.11342960473970465
0.35294117647058826,0.9786096256684492,0.11481371280012269
0.3532818532818533,0.9786096256684492,0.11550898199436432
0.3536231884057971,0.9786096256684492,0.11590100809941427
0.3539651837524178,0.9786096256684492,0.11595011346983135
0.3543078412391094,0.9786096256684492,0.11626750212288137
0.3546511627906977,0.9786096256684492,0.11719006418627083
0.35499515033947626,0.9786096256684492,0.11749521166380054
0.3553398058252427,0.9786096256684492,0.11804793678300465
0.3556851311953353,0.9786096256684492,0.11845890923876023
0.3560311284046693,0.9786096256684492,0.1185003039222931
0.3563777994157741,0.9786096256684492,0.12038504129789179
0.3567251461988304,0.9786096256684492,0.12175569281581253
0.3570731707317073,0.9786096256684492,0.12187801526347192
0.357421875,0.9786096256684492,0.12193121027376094
0.35777126099706746,0.9786096256684492,0.12205059631286883
0.35714285714285715,0.9759358288770054,0.1225875773719077
0.3574926542605289,0.9759358288770054,0.12472736991279715
0.35784313725490197,0.9759358288770054,0.12614432454653324
0.35819430814524045,0.9759358288770054,0.12749378653569032
0.35854616895874264,0.9759358288770054,0.12828674937082268
0.35889872173058013,0.9759358288770054,0.130590536562285
0.359251968503937,0.9759358288770054,0.1307847170658216
0.35960591133004927,0.9759358288770054,0.13106458506272375
0.3599605522682446,0.9759358288770054,0.13263417191524984
0.36031589338598224,0.9759358288770054,0.1339597865609076
0.35968379446640314,0.9732620320855615,0.13408820672110927
0.3600395647873393,0.9732620320855615,0.13447911845333915
0.3603960396039604,0.9732620320855615,0.1353437729209147
0.3607532210109019,0.9732620320855615,0.13593425225846112
0.3611111111111111,0.9732620320855615,0.1377634078211114
0.3614697120158888,0.9732620320855615,0.13792357411061826
0.36182902584493043,0.9732620320855615,0.13839676102387258
0.36218905472636814,0.9732620320855615,0.1385154153218282
0.36254980079681276,0.9732620320855615,0.13948287116894734
0.3629112662013958,0.9732620320855615,0.14076524927091857
0.36327345309381237,0.9732620320855615,0.14201823630884508
0.36363636363636365,0.9732620320855615,0.14308089571933638
0.364,0.9732620320855615,0.1436411259854614
0.36436436436436437,0.9732620320855615,0.14366598702426162
0.36472945891783565,0.9732620320855615,0.14380862975290257
0.3650952858575727,0.9732620320855615,0.14387638117206647
0.3654618473895582,0.9732620320855615,0.14437840750316563
0.3658291457286432,0.9732620320855615,0.14627152028503929
0.36619718309859156,0.9732620320855615,0.1464817965798839
0.36656596173212486,0.9732620320855615,0.14665159453206963
0.36693548387096775,0.9732620320855615,0.14743990076388086
0.36730575176589303,0.9732620320855615,0.14944890383508344
0.36767676767676766,0.9732620320855615,0.14960699089847568
0.36804853387259856,0.9732620320855615,0.1499558592350959
0.3684210526315789,0.9732620320855615,0.15009182463077722
0.36879432624113473,0.9732620320855615,0.15048900793788444
0.3691683569979716,0.9732620320855615,0.15057285092054182
0.3695431472081218,0.9732620320855615,0.15146895118751744
0.3699186991869919,0.9732620320855615,0.15537503909322126
0.37029501525940994,0.9732620320855615,0.15772295577031153
0.37067209775967414,0.9732620320855615,0.15778071714423603
0.37104994903160043,0.9732620320855615,0.15802620488631464
0.3704081632653061,0.9705882352941176,0.15925910420369038
0.3707865168539326,0.9705882352941176,0.1615213256158174
0.37116564417177916,0.9705882352941176,0.16155341328942763
0.37154554759467756,0.9705882352941176,0.1623605749491034
0.3719262295081967,0.9705882352941176,0.16264741808174624
0.3723076923076923,0.9705882352941176,0.16331810443523576
0.3726899383983573,0.9705882352941176,0.16356084946247287
0.37307297019527236,0.9705882352941176,0.1639662965834153
0.3734567901234568,0.9705882352941176,0.1644082551766274
0.37384140061791965,0.9705882352941176,0.16448183930379823
0.37422680412371134,0.9705882352941176,0.16484495564200966
0.3746130030959752,0.9705882352941176,0.16557870982921546
0.375,0.9705882352941176,0.1668244450600836
0.375387797311272,0.9705882352941176,0.16730198767910126
0.37577639751552794,0.9705882352941176,0.16785733079411985
0.3761658031088083,0.9705882352941176,0.16821948414771512
0.37655601659751037,0.9705882352941176,0.1688605157591441
0.37694704049844235,0.9705882352941176,0.16920539155413228
0.37733887733887733,0.9705882352941176,0.1693214467848615
0.3777315296566077,0.9705882352941176,0.1694394758808236
0.3770833333333333,0.9679144385026738,0.17012618271380398
0.37643378519290926,0.9652406417112299,0.17032906664654326
0.3768267223382046,0.9652406417112299,0.17089122950637012
0.3772204806687565,0.9652406417112299,0.17115342112609166
0.3776150627615063,0.9652406417112299,0.17192001747724164
0.37801047120418846,0.9652406417112299,0.17374230685354589
0.37840670859538783,0.9652406417112299,0.17736101317517391
0.3777544596012592,0.9625668449197861,0.17843356054413356
0.37815126050420167,0.9625668449197861,0.17944525050579663
0.3785488958990536,0.9625668449197861,0.18135583351932938
0.37894736842105264,0.9625668449197861,0.18189459945965283
0.3793466807165437,0.9625668449197861,0.18287028007174888
0.379746835443038,0.9625668449197861,0.18343648954354808
0.3801478352692714,0.9625668449197861,0.18352192539280524
0.38054968287526425,0.9625668449197861,0.18360944877600782
0.38095238095238093,0.9625668449197861,0.18579034645809162
0.3813559322033898,0.9625668449197861,0.18649412467824805
0.38176033934252385,0.9625668449197861,0.18814814530999305
0.3821656050955414,0.9625668449197861,0.18844848416486726
0.38257173219978746,0.9625668449197861,0.18859233303715706
0.3819148936170213,0.9598930481283422,0.18941287906971424
0.38232161874334397,0.9598930481283422,0.18958548727970165
